"subject","choiceTrial","choiceRt","chosenDeckId","difference","difficulty","selectedDeckLocation","leftDeckId","rightDeckId","riskyDeckSwitchTop","riskyDeckSwitchBottom","safeDeckSwitch","outcomeSwitch","condition","selectedRiskyDeck"
5,5,2044,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,12,"HM",1
5,6,2089,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,8,"HE",1
5,7,1330,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,8,"EE",1
5,8,1048,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",8,4,6,8,"EM",1
5,9,2592,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,8,"EE",1
5,10,3204,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",14,8,11,8,"HE",1
5,11,2270,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",8,4,6,4,"EM",1
5,13,1641,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,8,"HM",1
5,14,2065,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,14,"HE",1
5,15,2012,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,5,"EE",0
5,16,1267,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,4,"EM",1
5,17,1609,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,4,"EM",1
5,18,2601,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,8,"HE",1
5,19,2480,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,2,"EE",1
5,20,1789,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,10,"HM",0
5,21,1842,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,2,"EE",1
5,22,1293,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,4,"EM",1
5,23,1417,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,10,"HM",0
5,24,1380,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,8,"HE",1
5,25,1462,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,8,"EE",1
5,26,2165,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,11,"HE",0
5,27,1568,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",8,4,6,4,"EM",1
5,28,1283,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,8,"HM",1
5,29,1269,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",8,12,10,12,"HM",1
5,30,1519,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,2,"EE",1
5,31,1947,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,14,"HE",1
5,32,1713,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,4,"EM",1
5,33,1775,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,10,"HM",0
5,34,1644,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,8,"EE",1
5,35,1526,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,4,"EM",1
5,36,1293,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,14,"HE",1
5,37,1837,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,8,"HM",1
5,38,1282,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",14,8,11,14,"HE",1
5,39,1540,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,4,"EM",1
5,40,1403,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,8,"EE",1
6,1,1897,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,8,"HE",1
6,2,2336,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,6,"EM",0
6,4,2164,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,10,"HM",0
6,5,2972,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,10,"HM",0
6,6,1620,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,8,"HE",1
6,7,2135,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,8,"EM",1
6,8,1328,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,5,"EE",0
6,9,1212,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,5,"EE",0
6,10,1224,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,8,"HM",1
6,11,1021,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,6,"EM",0
6,12,3225,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,8,"HE",1
6,13,2285,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,11,"HE",0
6,14,1972,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,8,"HM",1
6,15,1868,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",8,4,6,4,"EM",1
6,16,2889,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,5,"EE",0
6,17,1614,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,8,"EE",1
6,19,1625,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,11,"HE",0
6,20,1064,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,6,"EM",0
6,21,1401,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,5,"EE",0
6,22,1534,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,14,"HE",1
6,23,3505,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,10,"HM",0
6,24,1107,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,6,"EM",0
6,25,1834,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,8,"HM",1
6,26,772,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,6,"EM",0
6,27,2622,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",14,8,11,14,"HE",1
6,28,946,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,5,"EE",0
6,29,1500,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",14,8,11,14,"HE",1
6,30,789,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,6,"EM",0
6,31,1437,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,8,"EE",1
6,33,1263,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,6,"EM",0
6,34,1500,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,10,"HM",0
6,35,1309,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,14,"HE",1
6,36,2230,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,5,"EE",0
6,37,1569,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,2,"EE",1
6,38,1030,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,8,"HE",1
6,39,955,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,6,"EM",0
6,40,1108,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,8,"HM",1
7,4,4776,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,8,"EE",1
7,5,3180,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,6,"EM",0
7,6,3280,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,5,"EE",0
7,7,3360,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,10,"HM",0
7,8,3953,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,11,"HE",0
7,9,2705,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,6,"EM",0
7,10,2633,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,10,"HM",0
7,11,2425,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,11,"HE",0
7,12,4984,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,5,"EE",0
7,13,3632,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,10,"HM",0
7,14,2583,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,4,"EM",1
7,15,2479,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,5,"EE",0
7,16,2096,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,8,"HE",1
7,17,4241,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,11,"HE",0
7,18,2136,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,10,"HM",0
7,19,2863,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,6,"EM",0
7,20,2136,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,5,"EE",0
7,21,2585,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,10,"HM",0
7,22,2608,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,6,"EM",0
7,23,3367,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,5,"EE",0
7,24,2496,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,11,"HE",0
7,25,2393,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,2,"EE",1
